repo,id,title,state,user,user_type,created_at,merged_at
puppetlabs/puppetlabs-stdlib,1005,add Stdlib::Syslogfacility type,open,bastelfreak,contributor,2019-03-09 08:44:07 UTC,
puppetlabs/puppetlabs-stdlib,1004,(MODULES-8732) Cron types,open,Rathios,first_time_contributor,2019-03-08 00:08:02 UTC,
puppetlabs/puppetlabs-stdlib,1003,Add a stdlib::ip_in_range() function,merged,iglov,contributor,2019-03-07 18:14:05 UTC,2019-04-15 09:54:35 UTC
puppetlabs/puppetlabs-stdlib,1002,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:46:54 UTC,2019-03-07 13:57:00 UTC
puppetlabs/puppetlabs-stdlib,1001,(maint) Match HTTP[S]Url case to the actual types,merged,ekohl,contributor,2019-02-25 13:41:00 UTC,2019-03-06 10:13:53 UTC
puppetlabs/puppetlabs-apache,1926,(MODULES-9151) - Release Merge back 5.0.0,merged,sheenaajay,member,2019-05-20 15:03:49 UTC,2019-05-21 06:04:37 UTC
puppetlabs/puppetlabs-apache,1925,MODULES-9150 - release version 5.0.0,merged,lionce,member,2019-05-20 12:36:26 UTC,2019-05-20 13:28:09 UTC
puppetlabs/puppetlabs-apache,1924,MODULES-9120 - update metadata to support current version concat,merged,lionce,member,2019-05-17 12:35:47 UTC,2019-05-20 08:06:51 UTC
puppetlabs/puppetlabs-apache,1923,(MODULES-9014) Improve SSLSessionTickets handling,merged,FredericLespez,contributor,2019-05-15 12:15:21 UTC,2019-05-16 12:15:58 UTC
puppetlabs/puppetlabs-apache,1922,(MODULES-9104) Add file_mode to config files.,open,stevegarn,first_time_contributor,2019-05-14 17:21:14 UTC,
puppetlabs/puppetlabs-apache,1921,WIP (MODULES-9093) Update ssl_sessiontickets default,closed,sheenaajay,member,2019-05-14 09:51:55 UTC,
puppetlabs/puppetlabs-apache,1920,MODULES-9083: remove double quotes to allow flags in SSLCARevocationCheck,open,jnguiot,first_time_contributor,2019-05-13 16:17:11 UTC,
puppetlabs/puppetlabs-apache,1919,(MODULES-9018) Customize SSLStaplingCache parameter,merged,FredericLespez,contributor,2019-05-03 12:29:54 UTC,2019-05-09 12:55:57 UTC
puppetlabs/puppetlabs-apache,1918,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 11:32:50 UTC,2019-05-03 12:53:21 UTC
puppetlabs/puppetlabs-apache,1917,(MODULES-9014) Add SSLSessionTickets parameter,merged,FredericLespez,contributor,2019-05-01 19:54:18 UTC,2019-05-13 08:22:28 UTC
puppetlabs/puppetlabs-apache,1916,(FM-7923) Implement Puppet Strings,merged,eimlav,member,2019-05-01 12:33:56 UTC,2019-05-07 08:35:44 UTC
puppetlabs/puppetlabs-apache,1915,MODULES-9003 Parameterize location for ldap-status,merged,youeyoue,contributor,2019-04-26 18:16:21 UTC,2019-05-09 11:51:49 UTC
puppetlabs/puppetlabs-apache,1914,(MODULES-8931) Fix stahnma/epel failures,merged,eimlav,member,2019-04-17 17:04:48 UTC,2019-04-18 08:13:11 UTC
puppetlabs/puppetlabs-apache,1913,(bugfix) Add default package name for mod_ldap,open,turnopil,first_time_contributor,2019-04-15 11:05:27 UTC,
puppetlabs/puppetlabs-apache,1912,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:41:20 UTC,2019-04-18 11:15:25 UTC
puppetlabs/puppetlabs-apache,1911,(WIP) (FM-7923) - Implement Puppet Strings,closed,david22swan,member,2019-04-12 14:01:29 UTC,
puppetlabs/puppetlabs-apache,1910,(WIP)(MODULES-8931) apache - epel failing on RedHat 5,closed,Lavinia-Dan,member,2019-04-12 13:40:05 UTC,
puppetlabs/puppetlabs-apache,1909,Remove mod_ldap dependency from mod_authz_ldap module,closed,turnopil,first_time_contributor,2019-04-12 10:59:07 UTC,
puppetlabs/puppetlabs-apache,1908,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:39:58 UTC,2019-04-11 12:38:07 UTC
puppetlabs/puppetlabs-apache,1907,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:49:34 UTC,
puppetlabs/puppetlabs-apache,1906,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:36:07 UTC,
puppetlabs/puppetlabs-apache,1905,"Remove event mpm when using prefork, worker or itk",open,tuxmea,member,2019-04-08 19:18:01 UTC,
puppetlabs/puppetlabs-apache,1904,(MODULES-8841) - Release Merge back 4.1.0,merged,sheenaajay,member,2019-04-05 11:41:57 UTC,2019-04-05 12:34:14 UTC
puppetlabs/puppetlabs-apache,1903,(MODULES-8837) - Prep Fix,merged,david22swan,member,2019-04-05 09:18:19 UTC,2019-04-05 10:00:03 UTC
puppetlabs/puppetlabs-apache,1902,(MODULES-8837) DOCS Release Review,merged,clairecadman,member,2019-04-04 10:12:02 UTC,2019-04-04 12:45:43 UTC
puppetlabs/puppetlabs-apache,1901,(MODULES-8837) - 4.1.0 Release Prep,merged,david22swan,member,2019-04-03 12:28:56 UTC,2019-04-03 13:15:41 UTC
puppetlabs/puppetlabs-apache,1900,(MODULES-7196) Allow setting CASRootProxiedAs per virtualhost (replaces #1857),merged,Lavinia-Dan,member,2019-03-29 08:24:53 UTC,2019-03-29 16:00:49 UTC
puppetlabs/puppetlabs-apache,1899,MODULES-3958 Get rid of mocha-based stubbing across all modules,merged,lionce,member,2019-03-26 16:04:07 UTC,2019-04-03 08:16:19 UTC
puppetlabs/puppetlabs-apache,1898,(feat) - Amazon Linux 2 compatibility added,merged,david22swan,member,2019-03-22 11:55:39 UTC,2019-03-22 13:00:58 UTC
puppetlabs/puppetlabs-apache,1897,(L10n) Updating translations for readmes/README_ja_JP.md,merged,david22swan,member,2019-03-22 11:39:09 UTC,2019-03-22 13:01:38 UTC
puppetlabs/puppetlabs-apache,1896,FM-7782 - cleanup ,merged,lionce,member,2019-03-21 11:37:11 UTC,2019-03-26 09:21:04 UTC
puppetlabs/puppetlabs-apache,1895,(bugfix) set kernel for facter version test,merged,tphoney,member,2019-03-20 17:15:11 UTC,2019-03-21 09:09:54 UTC
puppetlabs/puppetlabs-apache,1894,Avoid duplicate declaration of the module headers.,closed,Rabie-Zamane,contributor,2019-03-20 10:44:49 UTC,
puppetlabs/puppetlabs-apache,1893,Define SCL package name for mod_ldap,merged,treydock,contributor,2019-03-18 15:22:39 UTC,2019-04-23 10:19:22 UTC
puppetlabs/puppetlabs-apache,1892,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:41:37 UTC,
puppetlabs/puppetlabs-apache,1891,(MODULES-8731) Allow CIDRs for proxy_ips/internal_proxy in remoteip,merged,JAORMX,contributor,2019-03-08 07:16:34 UTC,2019-03-08 17:50:00 UTC
puppetlabs/puppetlabs-apache,1890,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:44:34 UTC,2019-03-07 14:35:57 UTC
puppetlabs/puppetlabs-apache,1889,WIP (maint) moving mod_dav acceptance test to unit,closed,tphoney,member,2019-03-05 15:48:55 UTC,
puppetlabs/puppetlabs-apache,1888,(WIP) - Test audit,closed,pmcmaw,member,2019-03-04 17:32:01 UTC,
puppetlabs/puppetlabs-apache,1887,Update README to include new param for mod::php,merged,HelenCampbell,member,2019-02-26 16:00:33 UTC,2019-02-26 16:34:40 UTC
puppetlabs/puppetlabs-apt,860,Release merge-back,merged,carabasdaniel,member,2019-05-14 13:14:32 UTC,2019-05-14 15:19:22 UTC
puppetlabs/puppetlabs-apt,859,MODULES-9066 - release prep v7.0.1,merged,lionce,member,2019-05-13 11:09:11 UTC,2019-05-13 13:24:19 UTC
puppetlabs/puppetlabs-apt,858,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 11:35:39 UTC,2019-05-03 12:50:44 UTC
puppetlabs/puppetlabs-apt,857,Release mergeback v7.0.0,merged,carabasdaniel,member,2019-04-24 12:56:26 UTC,2019-04-25 07:39:22 UTC
puppetlabs/puppetlabs-apt,856,release prep 7.0.0,merged,lionce,member,2019-04-24 08:25:14 UTC,2019-04-24 09:11:47 UTC
puppetlabs/puppetlabs-apt,855,key: Don't include dirmngr unless necessary,open,daenney,member,2019-04-20 14:48:04 UTC,
puppetlabs/puppetlabs-apt,854,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:42:28 UTC,2019-04-15 11:07:25 UTC
puppetlabs/puppetlabs-apt,853,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:40:02 UTC,2019-04-11 12:38:27 UTC
puppetlabs/puppetlabs-apt,852,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:49:39 UTC,
puppetlabs/puppetlabs-apt,851,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:36:12 UTC,
puppetlabs/puppetlabs-apt,850,Allow URI escaping in any user/pass in the URL,open,dkrand,first_time_contributor,2019-04-09 21:07:20 UTC,
puppetlabs/puppetlabs-apt,849,Allow weak SSL verification for apt_key,merged,tuxmea,member,2019-03-20 09:20:03 UTC,2019-03-20 13:40:52 UTC
puppetlabs/puppetlabs-apt,848,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:41:49 UTC,
puppetlabs/puppetlabs-apt,847,don't hardcode an old key from official mirrors for Debian backports,merged,anarcat,contributor,2019-03-11 19:11:13 UTC,2019-04-19 14:15:47 UTC
puppetlabs/puppetlabs-apt,846,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:44:41 UTC,2019-03-07 14:35:41 UTC
puppetlabs/puppetlabs-firewall,847,(FM-8025) Add RedHat 8 support,merged,eimlav,member,2019-05-20 14:02:51 UTC,2019-05-20 20:12:47 UTC
puppetlabs/puppetlabs-firewall,846,(MODULES-9098) Release mergeback v2.0.0,merged,eimlav,member,2019-05-15 09:46:10 UTC,2019-05-16 09:44:16 UTC
puppetlabs/puppetlabs-firewall,845,MODULES-9097 release prep 2.0.0,merged,lionce,member,2019-05-14 13:36:35 UTC,2019-05-14 14:04:56 UTC
puppetlabs/puppetlabs-firewall,844,Typo fixes,open,GeorgeCox,contributor,2019-05-10 15:09:15 UTC,
puppetlabs/puppetlabs-firewall,843,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 11:45:24 UTC,2019-05-03 12:54:31 UTC
puppetlabs/puppetlabs-firewall,842,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:42:57 UTC,2019-04-16 10:09:41 UTC
puppetlabs/puppetlabs-firewall,841,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:40:25 UTC,2019-04-11 12:53:46 UTC
puppetlabs/puppetlabs-firewall,840,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:50:03 UTC,
puppetlabs/puppetlabs-firewall,839,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:36:45 UTC,
puppetlabs/puppetlabs-firewall,838,(FM-7903) - Implement Puppet Strings,merged,david22swan,member,2019-04-08 11:26:50 UTC,2019-04-12 11:38:53 UTC
puppetlabs/puppetlabs-firewall,837,Release mergeback 1.15.3,merged,tphoney,member,2019-04-05 08:26:57 UTC,2019-04-05 08:42:46 UTC
puppetlabs/puppetlabs-firewall,836,(MODULES-8849) Release prep 1.15.3,merged,eimlav,member,2019-04-04 13:00:16 UTC,2019-04-04 13:22:59 UTC
puppetlabs/puppetlabs-firewall,835,Modules 8849,closed,eimlav,member,2019-04-04 12:57:09 UTC,
puppetlabs/puppetlabs-firewall,834,(MODULES-8855) Move ipvs test to exception spec,merged,eimlav,member,2019-04-04 07:55:27 UTC,2019-04-04 11:25:32 UTC
puppetlabs/puppetlabs-firewall,833,(MODULES-8842) Fix ipvs not idempotent,merged,eimlav,member,2019-04-03 12:10:11 UTC,2019-04-03 12:54:22 UTC
puppetlabs/puppetlabs-firewall,832,(maint) Convert resource_cmd_spec to rspec-mock,merged,eimlav,member,2019-03-27 17:00:25 UTC,2019-04-01 08:17:52 UTC
puppetlabs/puppetlabs-firewall,831,(MODULES-8777) Release mergeback 1.15.2,merged,eimlav,member,2019-03-26 14:34:17 UTC,2019-03-26 14:48:18 UTC
puppetlabs/puppetlabs-firewall,830,Support ctdir,open,raphink,member,2019-03-26 14:05:14 UTC,
puppetlabs/puppetlabs-firewall,829,(MODULES-8773) - 1.15.2 Release Prep,merged,david22swan,member,2019-03-26 09:39:32 UTC,2019-03-26 10:26:27 UTC
puppetlabs/puppetlabs-firewall,828,(MODULES-8615) Fix rules with ipvs not parsing,merged,eimlav,member,2019-03-25 09:42:27 UTC,2019-03-25 12:06:28 UTC
puppetlabs/puppetlabs-firewall,827,(MODULES-7333) - Change hashing method from MD5 to SHA256,merged,david22swan,member,2019-03-21 16:28:42 UTC,2019-03-22 09:03:38 UTC
puppetlabs/puppetlabs-firewall,826,(MODULES-6547) Fix existing rules with --dport not parsing,merged,eimlav,member,2019-03-20 16:35:06 UTC,2019-03-22 09:40:47 UTC
puppetlabs/puppetlabs-firewall,825,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:42:47 UTC,
puppetlabs/puppetlabs-firewall,824,(MODULES-8736) IPtables support on RHEL8,merged,EmilienM,member,2019-03-11 15:40:12 UTC,2019-04-09 11:52:42 UTC
puppetlabs/puppetlabs-firewall,823,(FM-7785) Additional test cleanup,merged,eimlav,member,2019-03-11 13:09:09 UTC,2019-03-14 13:02:37 UTC
puppetlabs/puppetlabs-firewall,822,Bug - Ensure that iptables-services package is installed before attem…,closed,blackknight36,contributor,2019-03-08 15:59:20 UTC,
puppetlabs/puppetlabs-firewall,821,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:45:15 UTC,2019-03-07 14:23:48 UTC
puppetlabs/puppetlabs-firewall,820,(FM-7785) dont use default function in spec/acceptance,merged,tphoney,member,2019-03-04 15:42:47 UTC,2019-03-06 08:50:32 UTC
puppetlabs/puppetlabs-mysql,1198,(MODULES-9161) Release Merge back 9.0.0,merged,sheenaajay,member,2019-05-22 08:10:08 UTC,2019-05-22 09:11:26 UTC
puppetlabs/puppetlabs-mysql,1197,MODULES-9160 - release 9.0.0,merged,lionce,member,2019-05-21 12:53:02 UTC,2019-05-21 12:56:27 UTC
puppetlabs/puppetlabs-mysql,1196,Allow backupcompress for xtrabackup profile,open,Spuffnduff,first_time_contributor,2019-05-17 19:52:42 UTC,
puppetlabs/puppetlabs-mysql,1195,"(MODULES-6875,MODULES-7487) - Fix mariadb mysql_user password idempotency",open,alexjfisher,first_time_contributor,2019-05-14 11:55:41 UTC,
puppetlabs/puppetlabs-mysql,1194,Debian dirs ,open,elfranne,first_time_contributor,2019-05-06 08:49:16 UTC,
puppetlabs/puppetlabs-mysql,1193,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 12:07:57 UTC,2019-05-03 13:00:46 UTC
puppetlabs/puppetlabs-mysql,1192,Enable module to not use default options,open,mauricemeyer,contributor,2019-05-02 10:41:51 UTC,
puppetlabs/puppetlabs-mysql,1191,Manage directories on Ubuntu,closed,elfranne,first_time_contributor,2019-04-30 13:42:38 UTC,
puppetlabs/puppetlabs-mysql,1190,Fix the contribution guide URL,merged,mauricemeyer,contributor,2019-04-30 12:26:34 UTC,2019-05-17 12:37:32 UTC
puppetlabs/puppetlabs-mysql,1189,Allow own Xtrabackup script,open,SaschaDoering,contributor,2019-04-26 13:04:03 UTC,
puppetlabs/puppetlabs-mysql,1188,Make incremental backups deactivable,merged,SaschaDoering,contributor,2019-04-16 11:44:20 UTC,2019-04-22 10:08:12 UTC
puppetlabs/puppetlabs-mysql,1187,Allow multiple backupmethods,merged,SaschaDoering,contributor,2019-04-15 13:16:10 UTC,2019-04-22 11:50:45 UTC
puppetlabs/puppetlabs-mysql,1186,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:43:49 UTC,2019-04-16 10:11:10 UTC
puppetlabs/puppetlabs-mysql,1185,Binlogs -> install,closed,elfranne,first_time_contributor,2019-04-15 09:32:06 UTC,
puppetlabs/puppetlabs-mysql,1184,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:40:55 UTC,2019-04-11 13:08:07 UTC
puppetlabs/puppetlabs-mysql,1183,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:50:41 UTC,
puppetlabs/puppetlabs-mysql,1182,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:37:19 UTC,
puppetlabs/puppetlabs-mysql,1181,(MODULES-8886) Revert removal of deepmerge function,merged,eimlav,member,2019-04-09 14:19:48 UTC,2019-04-12 12:34:09 UTC
puppetlabs/puppetlabs-mysql,1180,Fixed Changelog links for 8.1.0,merged,mauricemeyer,contributor,2019-04-03 13:58:22 UTC,2019-04-04 13:14:42 UTC
puppetlabs/puppetlabs-mysql,1179,(MODULES-8830) Release mergeback 8.1.0,merged,eimlav,member,2019-04-03 12:50:02 UTC,2019-04-03 13:02:08 UTC
puppetlabs/puppetlabs-mysql,1178,TEST,closed,david22swan,member,2019-04-02 14:57:40 UTC,
puppetlabs/puppetlabs-mysql,1177,(MODULES-8826) - 8.1.0 Release Prep,merged,david22swan,member,2019-04-01 08:29:36 UTC,2019-04-03 08:01:02 UTC
puppetlabs/puppetlabs-mysql,1176,Rotate option for xtrabackup script,merged,elfranne,first_time_contributor,2019-03-29 12:54:41 UTC,2019-04-01 11:39:09 UTC
puppetlabs/puppetlabs-mysql,1175,Litmus conversion,open,pmcmaw,member,2019-03-28 12:43:14 UTC,
puppetlabs/puppetlabs-mysql,1174,(MODULES-6627) Remove unused --host flags from mysqlcaller,merged,david22swan,member,2019-03-28 10:45:37 UTC,2019-03-29 16:10:04 UTC
puppetlabs/puppetlabs-mysql,1173,(MODULES-8757) - Release mergeback 8.0.1,merged,pmcmaw,member,2019-03-20 16:52:22 UTC,2019-03-20 17:11:21 UTC
puppetlabs/puppetlabs-mysql,1172,(MODULES-8753) - 8.0.1 Release Prep,merged,david22swan,member,2019-03-20 09:11:32 UTC,2019-03-20 10:10:48 UTC
puppetlabs/puppetlabs-mysql,1171,Add support for dynamic backupmethods/mariabackup,merged,danquack,contributor,2019-03-19 14:50:17 UTC,2019-03-20 13:08:38 UTC
puppetlabs/puppetlabs-mysql,1170,(MODULES-8684) - Removing private tags from Puppet Types,merged,david22swan,member,2019-03-19 14:16:48 UTC,2019-03-19 17:08:07 UTC
puppetlabs/puppetlabs-mysql,1169,(maint) Merging returned translations into master,merged,david22swan,member,2019-03-19 13:53:45 UTC,2019-03-19 14:33:11 UTC
puppetlabs/puppetlabs-mysql,1168,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:44:10 UTC,
puppetlabs/puppetlabs-mysql,1167,(WIP) - Litmus conversion,closed,pmcmaw,member,2019-03-12 12:21:46 UTC,
puppetlabs/puppetlabs-mysql,1166,Darwin OS family support,open,albac,first_time_contributor,2019-03-09 09:15:41 UTC,
puppetlabs/puppetlabs-mysql,1165,Update Percona example,merged,zpetr,contributor,2019-03-08 11:29:39 UTC,2019-03-22 09:12:08 UTC
puppetlabs/puppetlabs-mysql,1164,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:46:02 UTC,2019-03-07 16:21:11 UTC
puppetlabs/puppetlabs-mysql,1163,Set correct packagename for ruby_mysql on Ubuntu 18.04,merged,datty,contributor,2019-03-01 02:31:19 UTC,2019-04-02 13:18:49 UTC
puppetlabs/puppetlabs-mysql,1162,FM 7783 - Test Audit making testing more efficient,merged,lionce,member,2019-02-27 13:32:59 UTC,2019-03-04 13:20:01 UTC
puppetlabs/puppetlabs-ntp,515,Fix travis for centos-7,closed,carabasdaniel,member,2019-05-15 14:14:56 UTC,
puppetlabs/puppetlabs-ntp,514,Release merge-back,merged,carabasdaniel,member,2019-05-15 09:03:29 UTC,2019-05-16 07:13:38 UTC
puppetlabs/puppetlabs-ntp,513,(MODULES-9099) Release Prep 8.0.0,merged,sheenaajay,member,2019-05-14 14:38:19 UTC,2019-05-14 15:17:33 UTC
puppetlabs/puppetlabs-ntp,512,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 12:09:48 UTC,2019-05-03 13:01:30 UTC
puppetlabs/puppetlabs-ntp,511,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:43:56 UTC,2019-04-16 10:11:39 UTC
puppetlabs/puppetlabs-ntp,510,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:40:59 UTC,2019-04-11 13:08:19 UTC
puppetlabs/puppetlabs-ntp,509,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:50:46 UTC,
puppetlabs/puppetlabs-ntp,508,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:37:24 UTC,
puppetlabs/puppetlabs-ntp,507,Set the path of FreeBSD's leapfile,merged,smortex,contributor,2019-03-25 16:43:37 UTC,2019-04-08 09:56:02 UTC
puppetlabs/puppetlabs-ntp,506,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:44:21 UTC,
puppetlabs/puppetlabs-ntp,505,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:46:10 UTC,2019-03-07 14:14:26 UTC
puppetlabs/puppetlabs-postgresql,1083,(FM-8031) Add RedHat 8 support,merged,eimlav,member,2019-05-21 09:23:05 UTC,2019-05-21 10:43:35 UTC
puppetlabs/puppetlabs-postgresql,1082,MODULES-9138 - release_prep v 6.0.1,closed,lionce,member,2019-05-17 12:45:58 UTC,
puppetlabs/puppetlabs-postgresql,1081,(FM-7500) conversion to use litmus,open,tphoney,member,2019-05-17 12:45:30 UTC,
puppetlabs/puppetlabs-postgresql,1080,Add a RHEL 8 default to version 10,closed,ehelms,contributor,2019-05-16 12:03:22 UTC,
puppetlabs/puppetlabs-postgresql,1079,MODULES-9120 - update metadata to support concat version 6.0.0,merged,lionce,member,2019-05-16 11:00:54 UTC,2019-05-17 12:20:55 UTC
puppetlabs/puppetlabs-postgresql,1078,merge back v6.0.0.,merged,lionce,member,2019-05-14 12:47:49 UTC,2019-05-14 13:11:02 UTC
puppetlabs/puppetlabs-postgresql,1077,MODULES-9088 release prep 6.0.0,merged,carabasdaniel,member,2019-05-14 11:06:00 UTC,2019-05-14 11:28:16 UTC
puppetlabs/puppetlabs-postgresql,1076,(MODULES-9088) release prep 5.13.0,closed,carabasdaniel,member,2019-05-14 08:01:47 UTC,
puppetlabs/puppetlabs-postgresql,1075,[FM-7936] Puppet Strings,merged,carabasdaniel,member,2019-05-07 09:20:58 UTC,2019-05-09 07:49:53 UTC
puppetlabs/puppetlabs-postgresql,1074,(MODULES-9017) - update metadata to support current version of stdlib…,merged,lionce,member,2019-05-03 12:32:21 UTC,2019-05-06 12:33:28 UTC
puppetlabs/puppetlabs-postgresql,1073,Support current version of puppetlabs/apt.,merged,pillarsdotnet,contributor,2019-05-02 12:55:21 UTC,2019-05-03 09:11:59 UTC
puppetlabs/puppetlabs-postgresql,1072,"Bump dependency, because of new major release",merged,dhoppe,contributor,2019-04-26 09:07:24 UTC,2019-05-03 12:42:26 UTC
puppetlabs/puppetlabs-postgresql,1071,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:44:11 UTC,2019-04-16 10:12:12 UTC
puppetlabs/puppetlabs-postgresql,1070,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:41:08 UTC,2019-04-12 12:12:35 UTC
puppetlabs/puppetlabs-postgresql,1069,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:50:55 UTC,
puppetlabs/puppetlabs-postgresql,1068,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:37:34 UTC,
puppetlabs/puppetlabs-postgresql,1067,Add Fedora 30 compatibility,merged,blackknight36,contributor,2019-03-21 14:59:48 UTC,2019-04-03 10:18:18 UTC
puppetlabs/puppetlabs-postgresql,1066,Add Fedora 30 compatibility,closed,blackknight36,contributor,2019-03-21 14:49:09 UTC,
puppetlabs/puppetlabs-postgresql,1065,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:44:43 UTC,
puppetlabs/puppetlabs-postgresql,1064,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:46:23 UTC,2019-03-07 14:03:06 UTC
puppetlabs/puppetlabs-postgresql,1063,change username/group/datadir defaults for FreeBSD,merged,olevole,contributor,2019-02-26 16:16:32 UTC,2019-03-20 13:04:24 UTC
puppetlabs/puppetlabs-concat,584,FM-8049 - add redhat8 support,open,lionce,member,2019-05-22 12:06:30 UTC,
puppetlabs/puppetlabs-concat,583,DO NOT MERGE (POC) testing the removal of windows work around for litmus,open,tphoney,member,2019-05-22 10:52:04 UTC,
puppetlabs/puppetlabs-concat,582,(MODULES-9109) Release mergeback v6.0.0,merged,eimlav,member,2019-05-21 11:33:18 UTC,2019-05-21 12:24:27 UTC
puppetlabs/puppetlabs-concat,581,MODULES-9105 - release v6.0.0,merged,lionce,member,2019-05-21 06:50:12 UTC,2019-05-21 07:48:39 UTC
puppetlabs/puppetlabs-concat,580,(FM-8073) litmus block support,merged,tphoney,member,2019-05-14 12:52:15 UTC,2019-05-15 12:07:03 UTC
puppetlabs/puppetlabs-concat,579,(cleanup) simplify acceptance tests,merged,tphoney,member,2019-05-07 13:15:13 UTC,2019-05-07 14:17:26 UTC
puppetlabs/puppetlabs-concat,578,(MODULES-9017) - update metadata to support current version of stdlib,merged,lionce,member,2019-05-03 11:42:30 UTC,2019-05-03 12:54:02 UTC
puppetlabs/puppetlabs-concat,577,(FM-7606) enable litmus for concat,merged,tphoney,member,2019-04-26 13:18:30 UTC,2019-05-07 11:45:05 UTC
puppetlabs/puppetlabs-concat,576,pdksync - (maint) Update pdk-template to f778803,merged,eimlav,member,2019-04-15 09:42:40 UTC,2019-04-16 07:29:58 UTC
puppetlabs/puppetlabs-concat,575,pdksync - (MODULES-8444) - Raise lower Puppet bound,merged,david22swan,member,2019-04-10 15:40:12 UTC,2019-04-11 12:39:32 UTC
puppetlabs/puppetlabs-concat,574,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:49:48 UTC,
puppetlabs/puppetlabs-concat,573,pdksync - (MODULES-8444) - Raise lower Puppet bound,closed,david22swan,member,2019-04-10 14:36:26 UTC,
puppetlabs/puppetlabs-concat,572,pdksync - pdksync_tags/1.9.1-0-g6945d31,closed,Lavinia-Dan,member,2019-03-13 12:42:13 UTC,
puppetlabs/puppetlabs-concat,571,pdksync - Remove .project from .gitignore,merged,eimlav,member,2019-03-07 12:44:53 UTC,2019-03-07 14:34:12 UTC
puppetlabs/puppetlabs-java,363,(FM-8028) Add RedHat 8 support,merged,eimlav,member,2019-05-21 08:21:24 UTC,2019-05-21 09:04:18 UTC
puppetlabs/puppetlabs-java,362,(MODULES-9132) Release mergeback v4.0.0,merged,eimlav,member,2019-05-20 09:08:23 UTC,2019-05-20 09:19:59 UTC
